"","X","Month","Longitude","Latitude","hours","minutes","crime"
"5685",5685,"2015-08-09",76.8393206,27.3789157,14,2,"Violence and Offence"
"5686",5686,"2010-05-31",76.0658795,26.7811842,18,51,"Kidnap"
"5687",5687,"2010-06-23",76.9677092,26.7884248,9,38,"Pick"
"5688",5688,"2011-03-30",76.5499798,26.8766268,11,0,"Violence and Offence"
"5689",5689,"2009-02-20",76.0908902,26.6346351,1,1,"Rape"
"5690",5690,"2005-06-10",75.794672,26.2084663,13,39,"Kidnap"
"5691",5691,"2008-01-09",76.5791612,26.5058224,18,21,"Robery"
"5692",5692,"2010-12-11",75.4193779,26.8422093,11,4,"Robery"
"5693",5693,"2015-07-11",75.2856685,27.369796,20,12,"Rape"
"5694",5694,"2014-01-21",75.5184004,27.2006373,0,53,"Violence and Offence"
"5695",5695,"2010-10-12",76.6242901,26.8232285,8,19,"Murder"
"5696",5696,"2008-04-10",75.7228106,26.5347928,17,44,"Violence and Offence"
"5697",5697,"2005-02-13",76.7033343,26.171585,7,39,"Violence and Offence"
"5698",5698,"2014-02-27",76.468989,27.2122751,7,5,"Murder"
"5699",5699,"2005-07-16",75.9275978,26.2197758,4,32,"Rape"
"5700",5700,"2011-01-26",76.3605686,26.8567774,17,4,"Kidnap"
"5701",5701,"2014-02-28",75.5258576,27.2127006,18,24,"Pick"
"5702",5702,"2015-01-30",75.5399751,27.3185852,19,3,"Chain"
"5703",5703,"2005-09-30",75.3616497,26.2438967,15,45,"Rape"
"5704",5704,"2011-06-25",76.9719318,26.9040162,7,9,"Rape"
"5705",5705,"2014-12-23",75.8270708,27.3067078,2,8,"Chain"
"5706",5706,"2014-10-18",76.5442585,27.2859697,13,39,"Robery"
"5707",5707,"2007-11-18",76.1961247,26.4893461,16,20,"Chain"
"5708",5708,"2013-07-26",76.4867191,27.1443658,14,3,"Hit And Run"
"5709",5709,"2014-08-07",75.22288,27.2630803,20,52,"Violence and Offence"
"5710",5710,"2006-10-31",75.7927618,26.368765,3,1,"Robery"
"5711",5711,"2011-10-19",75.8630832,26.9406895,4,22,"Hit And Run"
"5712",5712,"2008-02-24",76.4182119,26.5203518,20,53,"Pick"
"5713",5713,"2012-06-02",75.6419266,27.0122108,12,5,"Hit And Run"
"5714",5714,"2007-02-09",75.651723,26.4004277,16,53,"Chain"
"5715",5715,"2005-02-15",76.9857633,26.1723801,4,41,"Murder"
"5716",5716,"2007-01-01",75.5781166,26.3883076,17,21,"Violence and Offence"
"5717",5717,"2013-10-09",76.5878214,27.1679483,8,4,"Hit And Run"
"5718",5718,"2015-07-15",75.2718833,27.3710507,6,52,"Pick"
"5719",5719,"2013-04-03",75.4968468,27.1082621,4,56,"Chain"
"5720",5720,"2011-08-16",76.4444548,26.9205058,8,39,"Murder"
"5721",5721,"2005-04-07",76.9693553,26.1885312,22,8,"Rape"
"5722",5722,"2005-09-25",76.8783176,26.242299,14,49,"Chain"
"5723",5723,"2011-07-05",75.649411,26.9071713,11,22,"Pick"
"5724",5724,"2015-11-01",75.2171654,27.4052892,8,3,"Murder"
"5725",5725,"2012-08-31",76.1871526,27.0405653,20,1,"Hit And Run"
"5726",5726,"2008-04-01",75.4188513,26.5321368,4,32,"Violence and Offence"
"5727",5727,"2015-01-25",76.2477876,27.3169539,7,14,"Kidnap"
"5728",5728,"2006-05-26",76.3686652,26.3189987,7,34,"Robery"
"5729",5729,"2006-08-26",76.7238724,26.3480058,3,39,"Kidnap"
"5730",5730,"2010-06-28",76.3616427,26.7898946,4,46,"Rape"
"5731",5731,"2010-11-10",76.8863354,26.8326442,8,23,"Violence and Offence"
"5732",5732,"2010-02-13",76.3084507,26.7472358,0,24,"Violence and Offence"
"5733",5733,"2009-05-17",75.8749077,26.6614803,9,22,"Kidnap"
"5734",5734,"2006-12-05",75.4703168,26.3797241,14,47,"Kidnap"
"5735",5735,"2006-05-14",76.0067931,26.3150642,12,51,"Kidnap"
"5736",5736,"2014-08-25",75.293683,27.2687369,10,43,"Chain"
"5737",5737,"2013-05-25",75.276945,27.1247627,16,7,"Kidnap"
"5738",5738,"2012-11-19",76.0400804,27.0659078,14,21,"Robery"
"5739",5739,"2010-08-12",75.471326,26.804032,14,28,"Robery"
"5740",5740,"2009-03-25",75.2879206,26.6450233,21,2,"Murder"
"5741",5741,"2008-07-20",75.5206939,26.5666241,15,21,"Rape"
"5742",5742,"2006-06-19",75.2063538,26.3263343,15,13,"Kidnap"
"5743",5743,"2007-01-20",75.6227869,26.3943092,16,13,"Pick"
"5744",5744,"2005-06-12",76.916425,26.2093339,15,44,"Pick"
"5745",5745,"2015-05-02",77.015158,27.3478104,7,3,"Rape"
"5746",5746,"2012-04-03",75.2479602,26.9931559,17,56,"Kidnap"
"5747",5747,"2006-03-02",76.5242114,26.2919698,15,51,"Kidnap"
"5748",5748,"2005-01-22",75.2036899,26.1648193,22,45,"Chain"
"5749",5749,"2014-04-20",75.3078823,27.2289419,18,0,"Kidnap"
"5750",5750,"2010-07-24",76.7395545,26.7980216,3,53,"Kidnap"
"5751",5751,"2010-04-14",75.8980654,26.7662293,5,29,"Murder"
"5752",5752,"2007-03-27",76.9751709,26.4151189,5,30,"Chain"
"5753",5753,"2015-07-24",76.107436,27.3737677,21,18,"Violence and Offence"
"5754",5754,"2012-12-17",75.4919157,27.0745438,20,25,"Robery"
"5755",5755,"2015-11-19",76.6079622,27.4111892,2,25,"Robery"
"5756",5756,"2008-05-21",75.6898705,26.5478251,14,4,"Pick"
"5757",5757,"2009-07-24",77.0132166,26.6830626,17,46,"Hit And Run"
"5758",5758,"2015-12-31",76.008142,27.4242964,3,51,"Robery"
"5759",5759,"2013-02-27",76.6684736,27.0972704,13,44,"Robery"
"5760",5760,"2014-05-04",75.933715,27.233145,19,31,"Robery"
"5761",5761,"2008-12-29",75.275203,26.6177372,22,40,"Rape"
"5762",5762,"2006-09-29",75.4189021,26.3586408,2,0,"Pick"
"5763",5763,"2015-02-27",75.2393957,27.3273848,5,4,"Hit And Run"
"5764",5764,"2012-10-23",76.8901537,27.0571726,3,30,"Murder"
"5765",5765,"2009-01-24",76.9890688,26.6259629,16,33,"Violence and Offence"
"5766",5766,"2014-10-17",76.097036,27.2855605,14,17,"Robery"
"5767",5767,"2010-01-22",76.9375964,26.7403821,4,29,"Hit And Run"
"5768",5768,"2005-08-29",75.7082119,26.233885,9,38,"Violence and Offence"
"5769",5769,"2008-08-26",76.4050665,26.5785179,20,40,"Rape"
"5770",5770,"2009-09-23",75.6329007,26.7021686,4,20,"Pick"
"5771",5771,"2007-04-08",75.4030987,26.4189944,12,42,"Pick"
"5772",5772,"2012-10-02",76.8988997,27.0505979,18,35,"Pick"
"5773",5773,"2005-04-01",76.878785,26.1863434,5,27,"Pick"
"5774",5774,"2013-06-27",75.2471428,27.1350642,3,47,"Violence and Offence"
"5775",5775,"2007-07-11",75.4419899,26.4485706,15,17,"Chain"
"5776",5776,"2009-12-19",75.5893481,26.7297423,22,9,"Murder"
"5777",5777,"2005-11-21",75.4877036,26.260228,19,47,"Violence and Offence"
"5778",5778,"2013-10-10",76.6905343,27.1681526,13,20,"Robery"
"5779",5779,"2011-10-19",76.5787276,26.9406382,17,54,"Pick"
"5780",5780,"2012-07-24",76.0088338,27.0285369,16,27,"Murder"
"5781",5781,"2007-07-08",75.5351346,26.4475842,15,5,"Pick"
"5782",5782,"2008-07-20",76.99637,26.5667541,17,51,"Violence and Offence"
"5783",5783,"2006-05-15",76.5691788,26.3154946,16,52,"Chain"
"5784",5784,"2014-07-04",75.8261983,27.2524632,9,54,"Murder"
"5785",5785,"2015-03-04",75.6678201,27.3290455,2,21,"Robery"
"5786",5786,"2015-08-04",76.4908756,27.3771646,1,55,"Murder"
"5787",5787,"2015-06-02",75.6467368,27.3575156,0,19,"Chain"
"5788",5788,"2007-12-17",75.4051807,26.4987581,21,29,"Violence and Offence"
"5789",5789,"2007-07-16",75.4326494,26.4501728,4,12,"Rape"
"5790",5790,"2007-01-13",75.2477774,26.391938,20,25,"Violence and Offence"
"5791",5791,"2013-10-17",76.592628,27.1704426,2,33,"Violence and Offence"
"5792",5792,"2010-12-04",75.4700634,26.840153,13,42,"Robery"
"5793",5793,"2010-06-14",76.0656688,26.7853969,8,14,"Pick"
"5794",5794,"2011-05-12",75.946652,26.8901925,7,40,"Rape"
"5795",5795,"2014-06-18",75.4780275,27.2475569,4,51,"Hit And Run"
"5796",5796,"2014-08-16",76.3414834,27.2659302,6,29,"Murder"
"5797",5797,"2014-06-28",75.7080598,27.2506155,16,18,"Rape"
"5798",5798,"2012-01-04",76.1508189,26.9648387,14,28,"Chain"
"5799",5799,"2013-03-17",77.0090863,27.1031447,17,0,"Murder"
"5800",5800,"2013-03-29",75.3234904,27.1066524,22,23,"Hit And Run"
"5801",5801,"2010-02-08",75.6402515,26.7457019,5,11,"Violence and Offence"
"5802",5802,"2006-02-11",76.2119,26.2861937,7,12,"Pick"
"5803",5803,"2011-03-09",76.90477,26.8700757,16,23,"Murder"
"5804",5804,"2010-07-29",75.7225855,26.7995978,7,22,"Kidnap"
"5805",5805,"2015-08-11",76.7288188,27.3795829,16,58,"Chain"
"5806",5806,"2012-12-23",75.8540179,27.0765722,1,57,"Chain"
"5807",5807,"2015-09-12",75.4013861,27.38949,8,55,"Pick"
"5808",5808,"2015-06-18",76.7942281,27.3625586,1,30,"Violence and Offence"
"5809",5809,"2006-04-21",75.3318984,26.3079732,13,4,"Pick"
"5810",5810,"2005-03-01",75.3935732,26.1765852,19,34,"Kidnap"
"5811",5811,"2008-09-29",75.8382023,26.5889606,2,49,"Robery"
"5812",5812,"2006-07-04",76.1801208,26.3312786,22,26,"Pick"
"5813",5813,"2014-05-06",75.2884256,27.2338325,9,28,"Kidnap"
"5814",5814,"2009-11-09",76.9910644,26.7172115,0,54,"Rape"
"5815",5815,"2014-05-17",76.4083101,27.2372339,12,52,"Violence and Offence"
"5816",5816,"2009-09-07",76.8038541,26.6972564,7,12,"Violence and Offence"
"5817",5817,"2011-06-11",75.24235,26.8995448,22,10,"Violence and Offence"
"5818",5818,"2008-02-28",76.0018867,26.5217607,7,9,"Murder"
"5819",5819,"2013-09-19",76.0464445,27.161627,17,43,"Kidnap"
"5820",5820,"2009-04-02",76.9183863,26.6473149,18,57,"Chain"
"5821",5821,"2013-02-22",75.3180531,27.0956146,14,2,"Kidnap"
"5822",5822,"2005-05-30",76.7363612,26.2050537,5,22,"Rape"
"5823",5823,"2006-09-21",76.8854688,26.3560768,9,35,"Kidnap"
"5824",5824,"2008-03-02",76.0826481,26.5224386,9,2,"Kidnap"
"5825",5825,"2005-10-05",75.3237212,26.2453678,11,0,"Hit And Run"
"5826",5826,"2006-05-26",76.4737099,26.3189129,12,9,"Robery"
"5827",5827,"2010-10-12",77.0034208,26.82336,13,19,"Kidnap"
"5828",5828,"2005-12-19",75.910705,26.2691117,5,0,"Chain"
"5829",5829,"2005-02-07",76.5823825,26.1698808,1,38,"Violence and Offence"
"5830",5830,"2012-02-04",75.6766223,26.9747968,12,49,"Murder"
"5831",5831,"2011-11-23",75.5274363,26.9518122,8,50,"Kidnap"
"5832",5832,"2009-10-18",75.2784766,26.7100616,4,41,"Rape"
"5833",5833,"2012-09-24",76.6469352,27.048145,9,27,"Violence and Offence"
"5834",5834,"2014-11-18",75.2102464,27.2954923,19,57,"Kidnap"
"5835",5835,"2008-04-26",75.6889408,26.5399758,2,27,"Violence and Offence"
"5836",5836,"2012-03-22",76.6952555,26.9896516,19,48,"Murder"
"5837",5837,"2008-04-18",75.6411416,26.5374688,22,20,"Robery"
"5838",5838,"2006-03-01",75.3677211,26.2919034,13,58,"Robery"
"5839",5839,"2007-10-12",75.6926229,26.4778463,12,35,"Hit And Run"
"5840",5840,"2011-08-28",75.8645136,26.9242784,1,33,"Violence and Offence"
"5841",5841,"2013-08-16",76.9585054,27.1509228,10,47,"Robery"
"5842",5842,"2007-07-24",76.9845905,26.4525259,18,7,"Rape"
"5843",5843,"2014-12-11",75.7494839,27.3028228,19,22,"Violence and Offence"
"5844",5844,"2013-06-02",75.803698,27.1273491,22,56,"Hit And Run"
"5845",5845,"2008-04-17",75.8461633,26.5369853,20,36,"Hit And Run"
"5846",5846,"2006-08-28",76.6948344,26.3486341,18,4,"Hit And Run"
"5847",5847,"2013-03-27",76.0999314,27.1060217,13,8,"Murder"
"5848",5848,"2014-07-09",76.2698312,27.2541527,15,22,"Robery"
"5849",5849,"2014-05-21",76.1988918,27.23847,22,42,"Murder"
"5850",5850,"2011-07-24",76.3862034,26.9131613,12,18,"Kidnap"
"5851",5851,"2005-06-17",75.9670618,26.210624,3,7,"Kidnap"
"5852",5852,"2011-05-13",76.1610823,26.8906159,7,39,"Violence and Offence"
"5853",5853,"2009-01-27",75.7164425,26.6270652,2,10,"Pick"
"5854",5854,"2010-07-08",75.2919296,26.7930651,20,26,"Rape"
"5855",5855,"2006-03-31",75.7549537,26.3011942,17,24,"Rape"
"5856",5856,"2009-03-06",76.7972504,26.6389828,18,24,"Violence and Offence"
"5857",5857,"2015-03-03",77.0029286,27.3288326,15,26,"Rape"
"5858",5858,"2015-02-22",76.681998,27.3257837,6,17,"Rape"
"5859",5859,"2010-06-17",75.3367182,26.7865058,10,16,"Murder"
"5860",5860,"2005-02-03",76.0442578,26.1685064,19,19,"Rape"
"5861",5861,"2014-04-03",75.7986369,27.2233842,2,37,"Murder"
"5862",5862,"2014-08-27",76.9561111,27.2694362,17,57,"Hit And Run"
"5863",5863,"2008-05-30",76.9328929,26.5507179,1,22,"Rape"
"5864",5864,"2012-06-28",75.8955247,27.020382,2,2,"Violence and Offence"
"5865",5865,"2013-04-26",75.8293148,27.1156984,21,36,"Rape"
"5866",5866,"2010-05-11",75.5029847,26.7749168,6,30,"Pick"
"5867",5867,"2011-10-20",75.9335987,26.9409429,19,15,"Robery"
"5868",5868,"2015-03-30",75.4627346,27.3373217,7,11,"Chain"
"5869",5869,"2015-01-12",75.8958152,27.313084,10,14,"Hit And Run"
"5870",5870,"2006-10-04",75.9921455,26.3600899,12,27,"Kidnap"
"5871",5871,"2010-02-14",75.6052065,26.7475333,3,55,"Robery"
"5872",5872,"2012-05-23",76.0560153,27.0090509,11,22,"Hit And Run"
"5873",5873,"2009-07-13",76.759644,26.6796383,7,34,"Murder"
"5874",5874,"2015-04-01",76.5898643,27.3379721,1,43,"Pick"
"5875",5875,"2015-12-05",76.6556971,27.4161047,15,50,"Violence and Offence"
"5876",5876,"2012-12-18",76.6844957,27.0749568,5,50,"Kidnap"
"5877",5877,"2009-03-11",75.2991915,26.6404561,22,40,"Rape"
"5878",5878,"2010-12-26",75.6350676,26.8470092,8,11,"Rape"
"5879",5879,"2013-08-04",76.8211475,27.1471621,11,3,"Violence and Offence"
"5880",5880,"2008-04-11",75.297241,26.5351978,21,53,"Murder"
"5881",5881,"2014-06-11",76.6430693,27.2450871,8,1,"Rape"
"5882",5882,"2009-12-05",76.0409874,26.7253342,6,55,"Chain"
"5883",5883,"2014-08-27",75.9224082,27.2693265,12,42,"Hit And Run"
"5884",5884,"2015-10-27",75.3395327,27.4038295,6,40,"Pick"
"5885",5885,"2006-06-03",75.5917695,26.3214411,18,57,"Chain"
"5886",5886,"2007-05-09",75.9329721,26.4285902,15,50,"Kidnap"
"5887",5887,"2015-09-13",76.2273557,27.3898458,3,36,"Robery"
"5888",5888,"2006-10-26",76.1275813,26.3670574,1,45,"Rape"
"5889",5889,"2012-03-12",75.3179525,26.9863276,1,5,"Chain"
"5890",5890,"2014-12-25",76.494736,27.307175,19,30,"Murder"
"5891",5891,"2008-08-04",76.1617938,26.5714807,11,42,"Hit And Run"
"5892",5892,"2015-03-21",76.6078954,27.334332,13,34,"Rape"
"5893",5893,"2015-05-29",76.4639158,27.3563062,14,15,"Violence and Offence"
"5894",5894,"2006-10-21",75.8038271,26.3655568,11,9,"Kidnap"
"5895",5895,"2005-01-10",76.8085217,26.1610411,4,58,"Rape"
"5896",5896,"2005-04-04",76.1772443,26.1873605,4,0,"Rape"
"5897",5897,"2012-04-27",75.3418314,27.001007,20,56,"Murder"
"5898",5898,"2005-11-20",75.5221143,26.2600613,2,18,"Violence and Offence"
"5899",5899,"2015-03-08",76.1965176,27.3304203,16,38,"Pick"
"5900",5900,"2009-08-19",76.2865079,26.6912904,6,7,"Murder"
"5901",5901,"2013-04-06",76.6536707,27.1092457,11,1,"Chain"
"5902",5902,"2014-09-19",76.6139203,27.2767386,7,11,"Hit And Run"
"5903",5903,"2005-07-21",76.9863494,26.2216308,20,30,"Chain"
"5904",5904,"2014-12-08",76.6507723,27.3020805,6,24,"Chain"
"5905",5905,"2010-02-24",75.5990324,26.750712,10,27,"Chain"
"5906",5906,"2013-11-02",76.2524994,27.1755997,3,56,"Hit And Run"
"5907",5907,"2007-10-23",76.1297088,26.4812707,10,8,"Rape"
"5908",5908,"2006-11-30",75.8133779,26.3782369,8,48,"Violence and Offence"
"5909",5909,"2013-11-19",75.8453153,27.1810073,20,42,"Kidnap"
"5910",5910,"2014-08-26",75.7482964,27.2691143,13,11,"Violence and Offence"
"5911",5911,"2009-12-30",76.8992734,26.7331803,0,36,"Murder"
"5912",5912,"2009-06-22",75.4224975,26.6729785,18,7,"Chain"
"5913",5913,"2010-01-09",76.1366155,26.7364877,14,3,"Chain"
"5914",5914,"2014-10-23",76.8882479,27.2873065,10,43,"Murder"
"5915",5915,"2005-09-17",76.4090942,26.2398338,7,44,"Pick"
"5916",5916,"2014-11-09",76.5500239,27.2928954,5,56,"Hit And Run"
"5917",5917,"2013-11-28",75.3729135,27.1837563,3,38,"Pick"
"5918",5918,"2007-03-06",76.4056663,26.4083072,14,13,"Violence and Offence"
"5919",5919,"2005-11-28",77.007122,26.2624707,17,45,"Pick"
"5920",5920,"2014-02-11",76.4586673,27.2074874,12,8,"Rape"
"5921",5921,"2014-01-14",75.7396044,27.1984167,16,3,"Kidnap"
"5922",5922,"2006-06-19",76.0436151,26.3264207,14,13,"Hit And Run"
"5923",5923,"2011-01-05",76.4463005,26.850216,17,56,"Pick"
"5924",5924,"2009-05-08",75.9719905,26.6586455,3,34,"Chain"
"5925",5925,"2008-05-20",76.6293394,26.5473491,2,47,"Pick"
"5926",5926,"2011-05-12",76.4302875,26.8901448,17,1,"Rape"
"5927",5927,"2007-07-07",75.3473328,26.4473192,13,31,"Robery"
"5928",5928,"2011-01-03",75.6185165,26.8495981,14,58,"Hit And Run"
"5929",5929,"2015-11-23",75.4403695,27.4124161,2,5,"Kidnap"
"5930",5930,"2008-01-11",76.71783,26.506421,1,21,"Chain"
"5931",5931,"2015-11-10",75.6476117,27.4080753,4,24,"Pick"
"5932",5932,"2007-03-26",75.7639509,26.414727,0,49,"Rape"
"5933",5933,"2013-05-17",75.7994059,27.1222065,9,46,"Violence and Offence"
"5934",5934,"2007-05-26",76.9738672,26.4339542,13,58,"Violence and Offence"
"5935",5935,"2015-02-15",75.89489,27.3237957,6,30,"Murder"
"5936",5936,"2013-02-24",76.2750188,27.0963889,5,32,"Hit And Run"
"5937",5937,"2009-10-01",75.7867134,26.7047717,18,10,"Pick"
"5938",5938,"2013-01-03",76.7958382,27.0801303,6,36,"Violence and Offence"
"5939",5939,"2013-05-21",76.5784,27.1235209,12,35,"Rape"
"5940",5940,"2009-07-10",75.4884577,26.6786303,22,27,"Hit And Run"
"5941",5941,"2012-12-14",75.8299384,27.0737057,10,29,"Rape"
"5942",5942,"2008-09-07",76.3993245,26.5822156,12,55,"Kidnap"
"5943",5943,"2015-03-23",75.79879,27.334972,3,40,"Rape"
"5944",5944,"2010-03-05",75.3632471,26.7537661,20,2,"Violence and Offence"
"5945",5945,"2006-06-06",76.4763786,26.3224015,16,18,"Violence and Offence"
"5946",5946,"2005-12-10",76.8001885,26.2662615,5,56,"Kidnap"
"5947",5947,"2014-07-06",76.6469681,27.2531667,10,4,"Kidnap"
"5948",5948,"2009-02-01",75.6505508,26.6284629,21,29,"Murder"
"5949",5949,"2015-11-04",76.3567256,27.4063703,16,8,"Violence and Offence"
"5950",5950,"2006-08-04",75.3774096,26.3409069,4,1,"Pick"
"5951",5951,"2005-10-15",75.73968,26.2484965,16,2,"Violence and Offence"
"5952",5952,"2010-04-14",75.3517345,26.7663295,2,52,"Violence and Offence"
"5953",5953,"2009-11-07",75.9552471,26.7163821,12,15,"Pick"
"5954",5954,"2015-07-04",76.4159945,27.3674949,9,13,"Hit And Run"
"5955",5955,"2012-02-08",76.1143707,26.9760502,9,40,"Pick"
"5956",5956,"2014-05-10",75.2905974,27.2351904,6,40,"Chain"
"5957",5957,"2013-08-02",76.6740064,27.14643,7,58,"Chain"
"5958",5958,"2013-06-02",75.6201211,27.1272219,7,31,"Rape"
"5959",5959,"2007-04-25",76.700405,26.4242123,7,37,"Rape"
"5960",5960,"2012-01-16",75.6475627,26.9686849,21,56,"Rape"
"5961",5961,"2014-03-31",75.9720235,27.2224246,20,42,"Hit And Run"
"5962",5962,"2007-01-11",76.2100593,26.3912985,16,24,"Kidnap"
"5963",5963,"2015-12-12",76.1215805,27.4182033,22,7,"Hit And Run"
"5964",5964,"2015-02-23",76.0971337,27.3262365,4,22,"Chain"
"5965",5965,"2008-08-22",75.7655437,26.5771118,6,3,"Chain"
"5966",5966,"2005-09-13",76.4126393,26.238386,12,50,"Kidnap"
"5967",5967,"2010-04-09",75.4953731,26.7647772,15,34,"Violence and Offence"
"5968",5968,"2007-03-15",76.9534304,26.4112168,20,54,"Violence and Offence"
"5969",5969,"2006-09-15",75.7823657,26.3543617,3,17,"Pick"
"5970",5970,"2014-10-09",76.2479249,27.28298,0,38,"Murder"
"5971",5971,"2006-03-24",77.0177538,26.2989738,21,19,"Rape"
"5972",5972,"2010-05-14",76.3427191,26.7757886,16,8,"Violence and Offence"
"5973",5973,"2006-02-09",76.5860679,26.2853636,21,18,"Murder"
"5974",5974,"2013-01-16",75.7469854,27.0840986,7,13,"Chain"
"5975",5975,"2006-02-22",76.7470581,26.2895745,15,4,"Murder"
"5976",5976,"2007-03-03",76.758434,26.4075633,17,13,"Violence and Offence"
"5977",5977,"2005-07-06",76.6391907,26.2167472,11,10,"Murder"
"5978",5978,"2011-12-23",76.6175494,26.9611349,5,11,"Murder"
"5979",5979,"2011-12-25",76.2423077,26.961606,6,52,"Murder"
"5980",5980,"2012-07-29",76.4625175,27.0301382,7,57,"Kidnap"
"5981",5981,"2010-09-16",75.6601137,26.8150702,18,17,"Murder"
"5982",5982,"2005-07-19",76.6174282,26.2208334,3,54,"Violence and Offence"
"5983",5983,"2007-08-17",75.5813764,26.459995,21,43,"Pick"
"5984",5984,"2014-09-25",75.3838002,27.2786225,6,34,"Murder"
"5985",5985,"2011-05-13",76.845716,26.8905827,14,49,"Robery"
"5986",5986,"2010-11-07",76.9866576,26.8313953,1,23,"Murder"
"5987",5987,"2015-09-27",75.8906738,27.3944466,14,42,"Robery"
"5988",5988,"2008-02-28",75.7970712,26.5215933,22,32,"Violence and Offence"
"5989",5989,"2005-05-15",75.987344,26.2003746,5,41,"Murder"
"5990",5990,"2008-02-10",75.7326088,26.5159963,13,23,"Rape"
"5991",5991,"2015-02-02",76.3844646,27.3195477,14,16,"Pick"
"5992",5992,"2008-02-13",76.7447655,26.5170222,12,26,"Hit And Run"
"5993",5993,"2011-07-25",76.4001478,26.9135634,21,31,"Robery"
"5994",5994,"2007-07-22",76.1347606,26.4518631,8,25,"Chain"
"5995",5995,"2009-03-12",76.0024236,26.6406775,6,26,"Kidnap"
"5996",5996,"2010-03-15",75.9163056,26.7569687,9,11,"Rape"
"5997",5997,"2007-03-29",76.6478214,26.4158134,14,27,"Murder"
"5998",5998,"2013-08-20",76.5730008,27.1520861,9,13,"Robery"
"5999",5999,"2015-06-08",76.3562303,27.3592529,11,27,"Chain"
"6000",6000,"2013-03-14",75.2752212,27.1022067,1,18,"Pick"
"6001",6001,"2008-10-18",75.6583643,26.5950205,5,22,"Pick"
"6002",6002,"2006-11-13",76.2285894,26.3728741,5,10,"Hit And Run"
"6003",6003,"2007-08-15",75.4652951,26.4594951,16,47,"Rape"
"6004",6004,"2012-09-13",75.8071448,27.0447061,5,14,"Rape"
"6005",6005,"2009-10-07",76.2795325,26.7066458,16,55,"Hit And Run"
"6006",6006,"2009-11-15",76.9063044,26.7191186,10,47,"Rape"
"6007",6007,"2005-09-16",76.998603,26.2395605,6,37,"Robery"
"6008",6008,"2007-04-28",76.1506477,26.4250869,5,41,"Chain"
"6009",6009,"2008-03-09",75.9749839,26.5248144,7,48,"Kidnap"
"6010",6010,"2014-05-10",76.627881,27.2349711,3,33,"Hit And Run"
"6011",6011,"2013-10-01",76.3215106,27.1654613,17,40,"Kidnap"
"6012",6012,"2007-07-27",75.3022358,26.4535702,13,7,"Robery"
"6013",6013,"2006-04-26",76.7042493,26.3094955,1,56,"Murder"
"6014",6014,"2007-02-16",76.0236907,26.402617,2,33,"Violence and Offence"
"6015",6015,"2011-08-21",76.0400176,26.9219507,19,58,"Robery"
"6016",6016,"2012-03-08",76.1631862,26.985194,9,6,"Pick"
"6017",6017,"2010-04-18",75.573909,26.7675635,8,45,"Violence and Offence"
"6018",6018,"2012-06-17",76.2521457,27.0169498,5,45,"Murder"
"6019",6019,"2007-10-05",75.9850093,26.475756,7,5,"Pick"
"6020",6020,"2015-12-12",76.8258991,27.4181777,5,25,"Murder"
"6021",6021,"2015-04-18",75.4186774,27.3433338,20,56,"Pick"
"6022",6022,"2010-06-20",75.982761,26.7874094,7,24,"Violence and Offence"
"6023",6023,"2008-07-12",75.5531578,26.5642796,4,42,"Robery"
"6024",6024,"2010-08-24",75.3942489,26.8077946,19,19,"Rape"
"6025",6025,"2010-02-13",75.5501939,26.7474115,20,29,"Hit And Run"
"6026",6026,"2009-04-19",75.949035,26.6527929,0,28,"Kidnap"
"6027",6027,"2013-10-28",75.7687412,27.1737921,14,14,"Chain"
"6028",6028,"2005-03-05",76.4336256,26.1779654,2,13,"Chain"
"6029",6029,"2013-11-12",76.4014369,27.1786437,15,37,"Rape"
"6030",6030,"2015-07-25",76.3585125,27.3740117,14,4,"Murder"
"6031",6031,"2010-05-10",76.3741949,26.7743564,11,15,"Hit And Run"
"6032",6032,"2005-01-17",75.5983261,26.163127,21,38,"Pick"
"6033",6033,"2008-02-01",76.7852384,26.513081,14,21,"Kidnap"
"6034",6034,"2012-07-10",76.6252566,27.024252,22,53,"Pick"
"6035",6035,"2006-06-27",76.6433083,26.3288959,17,46,"Kidnap"
"6036",6036,"2012-05-04",76.3469549,27.0029672,4,53,"Chain"
"6037",6037,"2006-09-28",76.5135891,26.3584128,22,43,"Kidnap"
"6038",6038,"2009-11-17",75.9812695,26.7196846,21,6,"Murder"
"6039",6039,"2009-02-20",75.9746697,26.6344792,5,8,"Kidnap"
"6040",6040,"2008-06-27",76.6835522,26.5594523,7,54,"Murder"
"6041",6041,"2014-05-19",75.7742027,27.2378397,6,7,"Hit And Run"
"6042",6042,"2010-12-16",75.9840648,26.8437647,4,56,"Kidnap"
"6043",6043,"2012-04-07",76.9364439,26.9945823,21,24,"Murder"
"6044",6044,"2012-02-22",75.4457868,26.9803146,21,30,"Robery"
"6045",6045,"2007-01-05",76.6411961,26.3896189,6,54,"Kidnap"
"6046",6046,"2010-11-28",77.001828,26.8381788,16,3,"Robery"
"6047",6047,"2005-10-25",76.7307394,26.2516399,5,30,"Pick"
"6048",6048,"2013-08-03",76.1150356,27.1469791,13,52,"Pick"
"6049",6049,"2012-06-18",76.7667126,27.0172124,18,36,"Murder"
"6050",6050,"2010-02-26",76.8240903,26.7513984,14,0,"Hit And Run"
"6051",6051,"2014-08-07",76.9928969,27.2632722,18,47,"Hit And Run"
